Spec       Vlos   Elem   Rest_lam app  linecen   lowbound  highbound
d20013  -138.944  22.1  3913.460  54  3911.646  3910.646  3912.646
d20014  -137.557  22.1  3913.460  54  3911.664  3910.664  3912.664
d20016  -135.433  22.1  3913.460  54  3911.692  3910.692  3912.692
d20017  -134.168  22.1  3913.460  54  3911.709  3910.709  3912.709
d20018  -133.089  22.1  3913.460  54  3911.723  3910.723  3912.723
d20019  -132.285  22.1  3913.460  54  3911.733  3910.733  3912.733
d20021  -131.189  22.1  3913.460  54  3911.747  3910.747  3912.747
d20024  -132.542  22.1  3913.460  54  3911.730  3910.730  3912.730
d20026  -135.071  22.1  3913.460  54  3911.697  3910.697  3912.697
d20027  -139.049  22.1  3913.460  54  3911.645  3910.645  3912.645
d20028  -144.439  22.1  3913.460  54  3911.574  3910.574  3912.574
d20029  -149.635  22.1  3913.460  54  3911.507  3910.507  3912.507
d20031  -154.885  22.1  3913.460  54  3911.438  3910.438  3912.438
d20032  -156.092  22.1  3913.460  54  3911.422  3910.422  3912.422
d20033  -156.599  22.1  3913.460  54  3911.416  3910.416  3912.416
d20034  -156.429  22.1  3913.460  54  3911.418  3910.418  3912.418
d20036  -155.934  22.1  3913.460  54  3911.425  3910.425  3912.425
d20037  -154.837  22.1  3913.460  54  3911.439  3910.439  3912.439
d20038  -153.512  22.1  3913.460  54  3911.456  3910.456  3912.456
d20039  -151.965  22.1  3913.460  54  3911.476  3910.476  3912.476
d20040  -150.387  22.1  3913.460  54  3911.497  3910.497  3912.497
d30009  -153.269  22.1  3913.460  54  3911.459  3910.459  3912.459
d30010  -156.370  22.1  3913.460  54  3911.419  3910.419  3912.419
d30011  -157.290  22.1  3913.460  54  3911.407  3910.407  3912.407
d30012  -157.343  22.1  3913.460  54  3911.406  3910.406  3912.406
d30014  -156.857  22.1  3913.460  54  3911.412  3910.412  3912.412
d30015  -155.282  22.1  3913.460  54  3911.433  3910.433  3912.433
d30016  -153.756  22.1  3913.460  54  3911.453  3910.453  3912.453
d30017  -151.970  22.1  3913.460  54  3911.476  3910.476  3912.476
d30019  -149.222  22.1  3913.460  54  3911.512  3910.512  3912.512
d30020  -147.589  22.1  3913.460  54  3911.533  3910.533  3912.533
d30021  -145.672  22.1  3913.460  54  3911.558  3910.558  3912.558
d30022  -143.943  22.1  3913.460  54  3911.581  3910.581  3912.581
d30024  -141.619  22.1  3913.460  54  3911.611  3910.611  3912.611
d30025  -140.295  22.1  3913.460  54  3911.629  3910.629  3912.629
d30026  -138.513  22.1  3913.460  54  3911.652  3910.652  3912.652
d30027  -137.125  22.1  3913.460  54  3911.670  3910.670  3912.670
d30029  -135.791  22.1  3913.460  54  3911.688  3910.688  3912.688
d30030  -133.815  22.1  3913.460  54  3911.713  3910.713  3912.713
d30031  -132.524  22.1  3913.460  54  3911.730  3910.730  3912.730
d30032  -131.435  22.1  3913.460  54  3911.744  3910.744  3912.744
d30034  -130.343  22.1  3913.460  54  3911.759  3910.759  3912.759
d30035  -130.128  22.1  3913.460  54  3911.761  3910.761  3912.761
d30036  -129.879  22.1  3913.460  54  3911.765  3910.765  3912.765
d30037  -130.543  22.1  3913.460  54  3911.756  3910.756  3912.756
d30039  -133.432  22.1  3913.460  54  3911.718  3910.718  3912.718
d30040  -135.747  22.1  3913.460  54  3911.688  3910.688  3912.688
d40043  -136.469  22.1  3913.460  54  3911.678  3910.678  3912.678
d40044  -134.786  22.1  3913.460  54  3911.700  3910.700  3912.700
d40045  -133.674  22.1  3913.460  54  3911.715  3910.715  3912.715
d40046  -132.485  22.1  3913.460  54  3911.730  3910.730  3912.730
d40048  -131.485  22.1  3913.460  54  3911.744  3910.744  3912.744
d40049  -130.963  22.1  3913.460  54  3911.750  3910.750  3912.750
d40050  -130.490  22.1  3913.460  54  3911.756  3910.756  3912.756
d40051  -131.117  22.1  3913.460  54  3911.748  3910.748  3912.748
d40053  -132.360  22.1  3913.460  54  3911.732  3910.732  3912.732
d40054  -134.132  22.1  3913.460  54  3911.709  3910.709  3912.709
d40055  -136.354  22.1  3913.460  54  3911.680  3910.680  3912.680
d40056  -139.971  22.1  3913.460  54  3911.633  3910.633  3912.633
d40057  -145.999  22.1  3913.460  54  3911.554  3910.554  3912.554
d40059  -152.110  22.1  3913.460  54  3911.474  3910.474  3912.474
d40060  -154.953  22.1  3913.460  54  3911.437  3910.437  3912.437
d40061  -155.664  22.1  3913.460  54  3911.428  3910.428  3912.428
d40062  -156.587  22.1  3913.460  54  3911.416  3910.416  3912.416
d40064  -156.182  22.1  3913.460  54  3911.421  3910.421  3912.421
d40065  -155.294  22.1  3913.460  54  3911.433  3910.433  3912.433
d40066  -154.133  22.1  3913.460  54  3911.448  3910.448  3912.448
d40067  -152.178  22.1  3913.460  54  3911.474  3910.474  3912.474
d40069  -149.619  22.1  3913.460  54  3911.507  3910.507  3912.507
d40070  -148.056  22.1  3913.460  54  3911.527  3910.527  3912.527
d40071  -146.048  22.1  3913.460  54  3911.553  3910.553  3912.553
d40072  -144.348  22.1  3913.460  54  3911.576  3910.576  3912.576
d40074  -142.057  22.1  3913.460  54  3911.605  3910.605  3912.605
d40075  -140.871  22.1  3913.460  54  3911.621  3910.621  3912.621
d40076  -139.777  22.1  3913.460  54  3911.635  3910.635  3912.635
d50042  -157.392  22.1  3913.460  54  3911.406  3910.406  3912.406
d50043  -156.407  22.1  3913.460  54  3911.418  3910.418  3912.418
d50044  -155.517  22.1  3913.460  54  3911.430  3910.430  3912.430
d50045  -154.025  22.1  3913.460  54  3911.449  3910.449  3912.449
d50047  -151.874  22.1  3913.460  54  3911.478  3910.478  3912.478
d50048  -149.815  22.1  3913.460  54  3911.504  3910.504  3912.504
d50049  -148.265  22.1  3913.460  54  3911.525  3910.525  3912.525
d50050  -146.356  22.1  3913.460  54  3911.550  3910.550  3912.550
d50052  -144.401  22.1  3913.460  54  3911.575  3910.575  3912.575
d50053  -142.467  22.1  3913.460  54  3911.600  3910.600  3912.600
d50054  -140.811  22.1  3913.460  54  3911.622  3910.622  3912.622
d50055  -139.233  22.1  3913.460  54  3911.642  3910.642  3912.642
d50057  -137.775  22.1  3913.460  54  3911.662  3910.662  3912.662
d50058  -136.216  22.1  3913.460  54  3911.682  3910.682  3912.682
d50059  -135.101  22.1  3913.460  54  3911.696  3910.696  3912.696
d50060  -133.599  22.1  3913.460  54  3911.716  3910.716  3912.716
d50062  -132.477  22.1  3913.460  54  3911.730  3910.730  3912.730
d50063  -131.016  22.1  3913.460  54  3911.750  3910.750  3912.750
d50064  -130.203  22.1  3913.460  54  3911.760  3910.760  3912.760
d50065  -129.480  22.1  3913.460  54  3911.770  3910.770  3912.770
d50067  -129.761  22.1  3913.460  54  3911.766  3910.766  3912.766
d50068  -130.675  22.1  3913.460  54  3911.754  3910.754  3912.754
d50069  -132.578  22.1  3913.460  54  3911.729  3910.729  3912.729
d50070  -134.722  22.1  3913.460  54  3911.701  3910.701  3912.701
d50072  -139.210  22.1  3913.460  54  3911.643  3910.643  3912.643
d50073  -145.916  22.1  3913.460  54  3911.555  3910.555  3912.555
d50074  -152.926  22.1  3913.460  54  3911.464  3910.464  3912.464
d50075  -154.943  22.1  3913.460  54  3911.437  3910.437  3912.437
d10006  -152.461  26.0  3920.260  54  3918.266  3917.266  3919.266
d10007  -156.877  26.0  3920.260  54  3918.209  3917.209  3919.209
d10008  -158.951  26.0  3920.260  54  3918.182  3917.182  3919.182
d10009  -159.293  26.0  3920.260  54  3918.177  3917.177  3919.177
d10011  -158.495  26.0  3920.260  54  3918.188  3917.188  3919.188
d10012  -157.286  26.0  3920.260  54  3918.203  3917.203  3919.203
d10013  -155.579  26.0  3920.260  54  3918.226  3917.226  3919.226
d10014  -153.762  26.0  3920.260  54  3918.249  3917.249  3919.249
d10016  -151.306  26.0  3920.260  54  3918.281  3917.281  3919.281
d10017  -149.237  26.0  3920.260  54  3918.308  3917.308  3919.308
d10018  -147.109  26.0  3920.260  54  3918.336  3917.336  3919.336
d10019  -145.733  26.0  3920.260  54  3918.354  3917.354  3919.354
d10021  -143.520  26.0  3920.260  54  3918.383  3917.383  3919.383
d10022  -142.055  26.0  3920.260  54  3918.402  3917.402  3919.402
d10023  -140.392  26.0  3920.260  54  3918.424  3917.424  3919.424
d10024  -139.068  26.0  3920.260  54  3918.441  3917.441  3919.441
d10026  -137.285  26.0  3920.260  54  3918.465  3917.465  3919.465
d10027  -137.382  26.0  3920.260  54  3918.464  3917.464  3919.464
d10028  -134.076  26.0  3920.260  54  3918.507  3917.507  3919.507
d10029  -133.674  26.0  3920.260  54  3918.512  3917.512  3919.512
d20011  -141.894  26.0  3920.260  54  3918.405  3917.405  3919.405
d20012  -140.718  26.0  3920.260  54  3918.420  3917.420  3919.420
d20013  -138.944  26.0  3920.260  54  3918.443  3917.443  3919.443
d20014  -137.557  26.0  3920.260  54  3918.461  3917.461  3919.461
d20016  -135.433  26.0  3920.260  54  3918.489  3917.489  3919.489
d20017  -134.168  26.0  3920.260  54  3918.506  3917.506  3919.506
d20018  -133.089  26.0  3920.260  54  3918.520  3917.520  3919.520
d20019  -132.285  26.0  3920.260  54  3918.530  3917.530  3919.530
d20021  -131.189  26.0  3920.260  54  3918.544  3917.544  3919.544
d20024  -132.542  26.0  3920.260  54  3918.527  3917.527  3919.527
d20026  -135.071  26.0  3920.260  54  3918.494  3917.494  3919.494
d20027  -139.049  26.0  3920.260  54  3918.442  3917.442  3919.442
d20028  -144.439  26.0  3920.260  54  3918.371  3917.371  3919.371
d20029  -149.635  26.0  3920.260  54  3918.303  3917.303  3919.303
d20031  -154.885  26.0  3920.260  54  3918.235  3917.235  3919.235
d20032  -156.092  26.0  3920.260  54  3918.219  3917.219  3919.219
d20033  -156.599  26.0  3920.260  54  3918.212  3917.212  3919.212
d20034  -156.429  26.0  3920.260  54  3918.215  3917.215  3919.215
d20036  -155.934  26.0  3920.260  54  3918.221  3917.221  3919.221
d20037  -154.837  26.0  3920.260  54  3918.235  3917.235  3919.235
d20038  -153.512  26.0  3920.260  54  3918.253  3917.253  3919.253
d20039  -151.965  26.0  3920.260  54  3918.273  3917.273  3919.273
d20040  -150.387  26.0  3920.260  54  3918.293  3917.293  3919.293
d30009  -153.269  26.0  3920.260  54  3918.256  3917.256  3919.256
d30010  -156.370  26.0  3920.260  54  3918.215  3917.215  3919.215
d30011  -157.290  26.0  3920.260  54  3918.203  3917.203  3919.203
d30012  -157.343  26.0  3920.260  54  3918.203  3917.203  3919.203
d30014  -156.857  26.0  3920.260  54  3918.209  3917.209  3919.209
d30015  -155.282  26.0  3920.260  54  3918.229  3917.229  3919.229
d30016  -153.756  26.0  3920.260  54  3918.249  3917.249  3919.249
d30017  -151.970  26.0  3920.260  54  3918.273  3917.273  3919.273
d30019  -149.222  26.0  3920.260  54  3918.309  3917.309  3919.309
d30020  -147.589  26.0  3920.260  54  3918.330  3917.330  3919.330
d30021  -145.672  26.0  3920.260  54  3918.355  3917.355  3919.355
d30022  -143.943  26.0  3920.260  54  3918.378  3917.378  3919.378
d30024  -141.619  26.0  3920.260  54  3918.408  3917.408  3919.408
d30025  -140.295  26.0  3920.260  54  3918.426  3917.426  3919.426
d30026  -138.513  26.0  3920.260  54  3918.449  3917.449  3919.449
d30027  -137.125  26.0  3920.260  54  3918.467  3917.467  3919.467
d30029  -135.791  26.0  3920.260  54  3918.484  3917.484  3919.484
d30030  -133.815  26.0  3920.260  54  3918.510  3917.510  3919.510
d30031  -132.524  26.0  3920.260  54  3918.527  3917.527  3919.527
d30032  -131.435  26.0  3920.260  54  3918.542  3917.542  3919.542
d30034  -130.343  26.0  3920.260  54  3918.556  3917.556  3919.556
d30035  -130.128  26.0  3920.260  54  3918.558  3917.558  3919.558
d30036  -129.879  26.0  3920.260  54  3918.562  3917.562  3919.562
d30037  -130.543  26.0  3920.260  54  3918.553  3917.553  3919.553
d30039  -133.432  26.0  3920.260  54  3918.515  3917.515  3919.515
d30040  -135.747  26.0  3920.260  54  3918.485  3917.485  3919.485
d40043  -136.469  26.0  3920.260  54  3918.476  3917.476  3919.476
d40044  -134.786  26.0  3920.260  54  3918.498  3917.498  3919.498
d40045  -133.674  26.0  3920.260  54  3918.512  3917.512  3919.512
d40046  -132.485  26.0  3920.260  54  3918.528  3917.528  3919.528
d40048  -131.485  26.0  3920.260  54  3918.541  3917.541  3919.541
d40049  -130.963  26.0  3920.260  54  3918.547  3917.547  3919.547
d40050  -130.490  26.0  3920.260  54  3918.553  3917.553  3919.553
d40051  -131.117  26.0  3920.260  54  3918.545  3917.545  3919.545
d40053  -132.360  26.0  3920.260  54  3918.529  3917.529  3919.529
d40054  -134.132  26.0  3920.260  54  3918.506  3917.506  3919.506
d40055  -136.354  26.0  3920.260  54  3918.477  3917.477  3919.477
d40056  -139.971  26.0  3920.260  54  3918.430  3917.430  3919.430
d40057  -145.999  26.0  3920.260  54  3918.351  3917.351  3919.351
d40059  -152.110  26.0  3920.260  54  3918.271  3917.271  3919.271
d40060  -154.953  26.0  3920.260  54  3918.234  3917.234  3919.234
d40061  -155.664  26.0  3920.260  54  3918.225  3917.225  3919.225
d40062  -156.587  26.0  3920.260  54  3918.212  3917.212  3919.212
d40064  -156.182  26.0  3920.260  54  3918.218  3917.218  3919.218
d40065  -155.294  26.0  3920.260  54  3918.229  3917.229  3919.229
d40066  -154.133  26.0  3920.260  54  3918.244  3917.244  3919.244
d40067  -152.178  26.0  3920.260  54  3918.270  3917.270  3919.270
d40069  -149.619  26.0  3920.260  54  3918.303  3917.303  3919.303
d40070  -148.056  26.0  3920.260  54  3918.324  3917.324  3919.324
d40071  -146.048  26.0  3920.260  54  3918.350  3917.350  3919.350
d40072  -144.348  26.0  3920.260  54  3918.373  3917.373  3919.373
d40074  -142.057  26.0  3920.260  54  3918.402  3917.402  3919.402
d40075  -140.871  26.0  3920.260  54  3918.418  3917.418  3919.418
d40076  -139.777  26.0  3920.260  54  3918.432  3917.432  3919.432
d50042  -157.392  26.0  3920.260  54  3918.202  3917.202  3919.202
d50043  -156.407  26.0  3920.260  54  3918.215  3917.215  3919.215
d50044  -155.517  26.0  3920.260  54  3918.226  3917.226  3919.226
d50045  -154.025  26.0  3920.260  54  3918.246  3917.246  3919.246
d50047  -151.874  26.0  3920.260  54  3918.274  3917.274  3919.274
d50048  -149.815  26.0  3920.260  54  3918.301  3917.301  3919.301
d50049  -148.265  26.0  3920.260  54  3918.321  3917.321  3919.321
d50050  -146.356  26.0  3920.260  54  3918.346  3917.346  3919.346
d50052  -144.401  26.0  3920.260  54  3918.372  3917.372  3919.372
d50053  -142.467  26.0  3920.260  54  3918.397  3917.397  3919.397
d50054  -140.811  26.0  3920.260  54  3918.419  3917.419  3919.419
d50055  -139.233  26.0  3920.260  54  3918.439  3917.439  3919.439
d50057  -137.775  26.0  3920.260  54  3918.458  3917.458  3919.458
d50058  -136.216  26.0  3920.260  54  3918.479  3917.479  3919.479
d50059  -135.101  26.0  3920.260  54  3918.493  3917.493  3919.493
d50060  -133.599  26.0  3920.260  54  3918.513  3917.513  3919.513
d50062  -132.477  26.0  3920.260  54  3918.528  3917.528  3919.528
d50063  -131.016  26.0  3920.260  54  3918.547  3917.547  3919.547
d50064  -130.203  26.0  3920.260  54  3918.557  3917.557  3919.557
d50065  -129.480  26.0  3920.260  54  3918.567  3917.567  3919.567
d50067  -129.761  26.0  3920.260  54  3918.563  3917.563  3919.563
d50068  -130.675  26.0  3920.260  54  3918.551  3917.551  3919.551
d50069  -132.578  26.0  3920.260  54  3918.526  3917.526  3919.526
d50070  -134.722  26.0  3920.260  54  3918.498  3917.498  3919.498
d50072  -139.210  26.0  3920.260  54  3918.439  3917.439  3919.439
d50073  -145.916  26.0  3920.260  54  3918.352  3917.352  3919.352
d50074  -152.926  26.0  3920.260  54  3918.260  3917.260  3919.260
d50075  -154.943  26.0  3920.260  54  3918.234  3917.234  3919.234
d10006  -152.461  26.0  3922.910  54  3920.915  3919.915  3921.915
d10007  -156.877  26.0  3922.910  54  3920.857  3919.857  3921.857
d10008  -158.951  26.0  3922.910  54  3920.830  3919.830  3921.830
d10009  -159.293  26.0  3922.910  54  3920.826  3919.826  3921.826
d10011  -158.495  26.0  3922.910  54  3920.836  3919.836  3921.836
d10012  -157.286  26.0  3922.910  54  3920.852  3919.852  3921.852
d10013  -155.579  26.0  3922.910  54  3920.874  3919.874  3921.874
d10014  -153.762  26.0  3922.910  54  3920.898  3919.898  3921.898
d10016  -151.306  26.0  3922.910  54  3920.930  3919.930  3921.930
d10017  -149.237  26.0  3922.910  54  3920.957  3919.957  3921.957
d10018  -147.109  26.0  3922.910  54  3920.985  3919.985  3921.985
d10019  -145.733  26.0  3922.910  54  3921.003  3920.003  3922.003
d10021  -143.520  26.0  3922.910  54  3921.032  3920.032  3922.032
d10022  -142.055  26.0  3922.910  54  3921.051  3920.051  3922.051
d10023  -140.392  26.0  3922.910  54  3921.073  3920.073  3922.073
d10024  -139.068  26.0  3922.910  54  3921.090  3920.090  3922.090
d10026  -137.285  26.0  3922.910  54  3921.114  3920.114  3922.114
d10027  -137.382  26.0  3922.910  54  3921.112  3920.112  3922.112
d10028  -134.076  26.0  3922.910  54  3921.156  3920.156  3922.156
d10029  -133.674  26.0  3922.910  54  3921.161  3920.161  3922.161
d20011  -141.894  26.0  3922.910  54  3921.053  3920.053  3922.053
d20012  -140.718  26.0  3922.910  54  3921.069  3920.069  3922.069
d20013  -138.944  26.0  3922.910  54  3921.092  3920.092  3922.092
d20014  -137.557  26.0  3922.910  54  3921.110  3920.110  3922.110
d20016  -135.433  26.0  3922.910  54  3921.138  3920.138  3922.138
d20017  -134.168  26.0  3922.910  54  3921.154  3920.154  3922.154
d20018  -133.089  26.0  3922.910  54  3921.168  3920.168  3922.168
d20019  -132.285  26.0  3922.910  54  3921.179  3920.179  3922.179
d20021  -131.189  26.0  3922.910  54  3921.193  3920.193  3922.193
d20024  -132.542  26.0  3922.910  54  3921.176  3920.176  3922.176
d20026  -135.071  26.0  3922.910  54  3921.142  3920.142  3922.142
d20027  -139.049  26.0  3922.910  54  3921.090  3920.090  3922.090
d20028  -144.439  26.0  3922.910  54  3921.020  3920.020  3922.020
d20029  -149.635  26.0  3922.910  54  3920.952  3919.952  3921.952
d20031  -154.885  26.0  3922.910  54  3920.883  3919.883  3921.883
d20032  -156.092  26.0  3922.910  54  3920.867  3919.867  3921.867
d20033  -156.599  26.0  3922.910  54  3920.861  3919.861  3921.861
d20034  -156.429  26.0  3922.910  54  3920.863  3919.863  3921.863
d20036  -155.934  26.0  3922.910  54  3920.870  3919.870  3921.870
d20037  -154.837  26.0  3922.910  54  3920.884  3919.884  3921.884
d20038  -153.512  26.0  3922.910  54  3920.901  3919.901  3921.901
d20039  -151.965  26.0  3922.910  54  3920.921  3919.921  3921.921
d20040  -150.387  26.0  3922.910  54  3920.942  3919.942  3921.942
d30009  -153.269  26.0  3922.910  54  3920.904  3919.904  3921.904
d30010  -156.370  26.0  3922.910  54  3920.864  3919.864  3921.864
d30011  -157.290  26.0  3922.910  54  3920.852  3919.852  3921.852
